sha						   oznake	  predikcija modela
0000379bd1ea62b8147bba528f1a186424ca43b3	   1		  1
0000947fbc293e3267023b454dfe66dfe0cf1ccc	   1		  1
0000e740e338211d1db42f0fb50a33e7fef304b9	   0		  0
0001147d53cf30d2a9cddc061ba9eb542cb5bf1b	   0		  0
00013dcc2cce87f4e7650b5ca69605cf2bab36de	   1		  1
00014c0d2778e82cd27195de1efdffc6d7b0aa5e	   0		  0
0001570bae2ac3ea4c82dfed6a112e3bc3e790ca	   1		  0
0001731a5aac1e2b7f08c46c75d47b27964974e2	   0		  0
000218b309b651f230aad498051026001d777e76	   1		  0
00026b99bbf3017232e7ef473a8729ec3b670073	   0		  0
0002728987cce64f133d6d4cfbcc6e85b21d6953	   0		  0
000400f37f98427f375fc14ad9c8b690f9ec937d	   1		  1
00041ae7cca0b9b425404b06a52ea2073313c64b	   0		  0
000476b8484612d821c0d3e77064462dc35cbb3b	   1		  1
00058424e44fc3c77812bfbf4bbf930a00ac6b9d	   0		  0
0005917ef2053da6ad39c8ef77c277cdaa935b88	   0		  0
0005bc513b631f1945f7872a6b7ee5f3126d35c0	   0		  0
0006037e96356838b73f0b0d99ad5d9df70b1946	   0		  0
00066910dc2df08a5f23a19739850dd4f6d79171	   1		  1
0006a8fb6274404aa3889b9a159f37585671b2dc	   0		  0
0006f764de8c2b17dd5cb12eeb47ab529d09dde4	   0		  0
00072376ce62f86468225417ba36b192eb074e77	   0		  0
00073bb5000327cd3ae90d09c953ea19de8250ed	   0		  0
0007a93360cd2b5b7ef801c4f591cb8719d904ed	   0		  0
00087cea06afd112d3f29513b438b36e826d2cbc	   0		  0
0008b57744e293302608331c12e5675be779776e	   0		  0
00097a8f051ee73d8a77f8fd29ac238aeb8d3445	   0		  0
000a3ef988613018d5c69be9acea850690496db1	   0		  0
000a512c12d08424689bb72cf60bd06afe286d02	   0		  0
000b087b10d8cd1caf6ed7e2d9705a96d9da2af2	   0		  0
000b17057485e5e705129b5016f138e26f4d4e39	   0		  0
000b6ae7756e11b39d085ba40f39ae9110dd66e7	   0		  0
000be127d8d7f9f3749ce851ee43e86b2f926d62	   0		  0
000c12c3f86b8e05448db44d846d49c64c8436b6	   0		  0
000c5eeb9625088ddb1966f01fd0237eeb5c0456	   0		  0
000c7722c8d39586ca29c380324dcf7090fc07f4	   0		  0
000cd679a3caf6ace72854091f305451fc87fe2e	   0		  0
000d194c8da7f2824011d829e3e86f9a5b1fb519	   0		  0
000d2d74a28a11ab9db9d6aceb11c4ce9d6df00d	   0		  0
000d303b883364bc2fe9eab4281db5a76bff8fd5	   0		  0
000d67f76757d869dc820daa02c8ffab3a9e05bc	   0		  0
000d913942855116ee515c2978da7700124006aa	   0		  0
000d9bde5ee7a9c28936619117474859fc2b2b5b	   0		  0
000e2b87b61b5c62965f2877eb5ac2b150b102dd	   0		  0
000ee81b31f42d13f92ffa5bcbf6d6a1acac05b9	   0		  0
000eee8974f2cf020e8f57c97c108854688d0dfb	   0		  0
000f0af6d2132aa6bd070156b21bec7e92cd0e12	   0		  0
000f2314f18bbc2260070e13b5324e29c504ffba	   0		  0
000f28ab791ef2cadbaf4aa9c66bf72ad0d783ce	   0		  0
000f5143cf365964e631d7ecc59794ec8cc612cf	   0		  0
000f6bfd4ca0b4b78f3357b48e113ed76ab13f53	   0		  0
000f844533f29b40cec78a5b09a753ee49370e48	   0		  0
000fc3ca69c11c22563c93aa37ef6b2621ca059f	   0		  0
000fd395b9844b7fa3c21ed7cdb52826976d0029	   0		  0
00100885ad8ba522235cbb1a1d6b52ff3b48c093	   0		  0
001008d87f3509673f77db484c24df6b512ee136	   0		  0
00101ff6e22a1eadf211f24f9abe9b8bfea342b3	   0		  0
001033566ea55a6eb63ce77b37f8c50de639410e	   0		  0
001034106d81bb78ec051986247b44e177480405	   0		  0
0010c7b6c38a00b65c625c80eab61cc2f0bf09f6	   0		  0
0011192c8a863e9db81f8387940d45e5616dae8b	   0		  0
00120e5b29471270f28a60c96a140c267d650c6a	   0		  0
0012c6c9756fd2c7d1d038f79df534d5a50b17ad	   0		  0
0012d2cf53cc20c75c9378dc82da4656aa6db559	   0		  0
0012ea3d5431bdc2795d63b8295b4a8ccd86b3f5	   0		  0
0012fc30946cb2cd56bdb140ace7504065add85b	   0		  0
00146ee4a0708696833d227ab6e476bcd3d135f0	   0		  0
00157367ceda61397faaf4ebab1cf6160849211c	   0		  0
00159ae3cf4fce77bdb5eae7c45625a6b651a222	   1		  1
0015a0df5da224cbeed211dca9e036037b8b006d	   0		  0
0015ef538ea2d68069fa030908dd227ca576fc44	   0		  0
001649b1b3d59e615fb0e1db25f6e2dd0cd70732	   0		  0
00164cb747e4120b66f91977ad47198a29920eec	   0		  0
0016d786a1d8bf8f6d1d98c0af724e61d3c3bf34	   1		  1
0017e1ccda5f0d41814a3508adbb3da8efcaf889	   0		  0
001867bb9df4617f19f8369b9ea14c5ad20fdedf	   0		  0
00187e55eb082a65a248838a2dc9a0a1346a1047	   0		  0
00192ba6af6094872622204fd0604cca83690c1b	   0		  0
00194bee6eb8903156c885f6edc74ddfa2c48591	   1		  1
001a71911987918f75161a1f4cee0e77dfe1438d	   0		  0
001a7697cc260f740e3a4a413018e7e9cac88958	   0		  0
001aa9af0c8e121090a250d3fb73dfb0912e8e6c	   0		  0
001aeccd6861329326b9cd0ea22dcbc8f1cc50c6	   0		  0
001b3d2bb548d655dd84e84c189a643123bbb631	   1		  1
001b8b539558ac1a225ce91c952f738902ad00e9	   0		  0
001bd61adb1dafade093052aeb8c9537e4814331	   0		  0
001c09180426a41992e0f2bca7ce3177d68f09be	   0		  0
001c5412fd1fc986f91bb8934e96160d304e2cde	   0		  0
001c5ba20ae33850443bfe4b7f5dacebb46594ae	   0		  0
001cd761744035d07d38408fdd33302575330a3b	   0		  0
001dce6afd27ffd7d5c2f85c27dd81456b9879c0	   0		  0
001e0d9fbfb8ce79b1c5927ecb021ef8268e2d41	   0		  0
001e7cb4101275001a489c81a707b3c314b627e6	   0		  0
001ea0d5988027b70115c4e8102adc902c7d440b	   0		  0
001ea9042bb33f2d876ed81f6a7a29432e9261a2	   0		  0
001f2aa7ad90154a9f8088465d04409caf4fe35c	   1		  1
001f59e9b6b3cc28a568b215dd758ffdbe6f1308	   0		  0
001fd9ca444488f817b7a92a0bcb28162f040e0c	   0		  0
002051a88bc57a1bd4fb007a7cb5b18e5f7808a8	   0		  0
0020afdddf596e1176d39e76952a7420b9a7091e	   0		  0
002134c80106b93357d03529c8842e731b510147	   0		  0
0023db93d2aacd269f6ae288dbd1f96e9ea0680e	   1		  1
00253ba94ebbd10e1972051a99041e8d149f1455	   1		  1
0025aaa8bca72dc78a9b9b89af06e695e9cefcdd	   1		  1
002cf6ab4d286b7e12dbcc69d8e248a22beca684	   1		  1
002f35d6f607d6ac160ca4b09bcdb6c0a6d0e51e	   1		  1
00365cdbd42b983b9d2b68286b4c65cb77b2f83a	   1		  1
003d48242d32ff95709eb9ad1092a83235e484bb	   1		  1
004c2cfceb15871d3bb3fe88491be901174cea61	   1		  1
00513e2e1815b170dd2298a44f0c3bceb14a13b0	   1		  1
005fff8a499473b846dabea58f210ce40a75bfe2	   1		  1
